RUTA,PASSENGERS_mean,PASSENGERS_std,PASSENGERS_count,Accessories_mean,Accessories_std,Accessories_min,Accessories_max,Alcohol_mean,Alcohol_std,Alcohol_min,Alcohol_max,Cold Drink_mean,Cold Drink_std,Cold Drink_min,Cold Drink_max,Confectionery_mean,Confectionery_std,Confectionery_min,Confectionery_max,Fresh Food_mean,Fresh Food_std,Fresh Food_min,Fresh Food_max,Gents Fragrance_mean,Gents Fragrance_std,Gents Fragrance_min,Gents Fragrance_max,Hot Drink_mean,Hot Drink_std,Hot Drink_min,Hot Drink_max,Hot Food_mean,Hot Food_std,Hot Food_min,Hot Food_max,Ladies Fragrance_mean,Ladies Fragrance_std,Ladies Fragrance_min,Ladies Fragrance_max,Logo_mean,Logo_std,Logo_min,Logo_max,Savoury Snacks_mean,Savoury Snacks_std,Savoury Snacks_min,Savoury Snacks_max,Skincare & Make-up_mean,Skincare & Make-up_std,Skincare & Make-up_min,Skincare & Make-up_max,Sweet Snacks_mean,Sweet Snacks_std,Sweet Snacks_min,Sweet Snacks_max,Tobacco_mean,Tobacco_std,Tobacco_min,Tobacco_max,Tobacco._mean,Tobacco._std,Tobacco._min,Tobacco._max
CCS-MAD,284.2692307692308,46.80899932259197,78,0.14102564102564102,0.4179218523344701,0.0,2.0,0.2564102564102564,0.7285619608533861,0.0,4.0,1.0,1.1396057645963793,0.0,5.0,0.01282051282051282,0.11322770341445959,0.0,1.0,0.05128205128205128,0.2743320529177647,0.0,2.0,0.2564102564102564,0.812817729059019,0.0,6.0,0.11538461538461539,0.35968128860232557,0.0,2.0,0.038461538461538464,0.2518661617537446,0.0,2.0,0.19230769230769232,0.5823751704535823,0.0,4.0,4.5256410256410255,3.5151780689570846,1.0,24.0,0.5384615384615384,1.2451704905150742,0.0,6.0,0.21794871794871795,0.6168086254689378,0.0,3.0,0.9487179487179487,1.7424973561807884,0.0,8.0,0.5,0.7516216235148274,0.0,3.0,0.0641025641025641,0.24652091345879926,0.0,1.0
CMN-LIS,77.33557046979865,30.278127583726505,149,0.0,0.0,0.0,0.0,0.006711409395973154,0.08192319205190404,0.0,1.0,0.053691275167785234,0.4762641059743839,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020134228187919462,0.18269005866968066,0.0,2.0,0.006711409395973154,0.08192319205190404,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020134228187919462,0.18269005866968066,0.0,2.0,0.0,0.0,0.0,0.0,0.040268456375838924,0.41718481598383467,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CND-ABC,74.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
CND-MAD,77.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
CND-PDV,79.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
COR-MAD,308.2352941176471,19.756101068069203,51,0.27450980392156865,0.5321064319306438,0.0,2.0,3.1176470588235294,2.0064601548351706,0.0,9.0,9.568627450980392,5.068549701683054,2.0,28.0,0.2549019607843137,0.48345164204507407,0.0,2.0,5.509803921568627,2.301065396894298,0.0,11.0,0.43137254901960786,0.8063473683415682,0.0,4.0,4.9411764705882355,3.366967565664287,0.0,13.0,3.7058823529411766,2.692910081284251,0.0,11.0,0.5098039215686274,0.6744642027449,0.0,2.0,5.529411764705882,2.4928131993911666,1.0,12.0,8.411764705882353,3.9556363361069242,2.0,16.0,0.5490196078431373,0.7566696898963532,0.0,2.0,5.549019607843137,3.4659124368061933,0.0,14.0,0.6862745098039216,0.9053219555148626,0.0,3.0,0.058823529411764705,0.2376354103144018,0.0,1.0
CPH-CPH,-3.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
CPH-LIS,137.83091787439614,33.40172384697432,207,0.0,0.0,0.0,0.0,9.11111111111111,11.113807655529191,0.0,90.0,9.46376811594203,8.263699499721472,0.0,63.0,0.0,0.0,0.0,0.0,3.154589371980676,3.7501152992608877,0.0,24.0,0.0,0.0,0.0,0.0,4.057971014492754,3.030031199033589,0.0,18.0,1.434782608695652,2.7561665769841315,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.671497584541063,6.533580856950844,0.0,48.0,0.0,0.0,0.0,0.0,3.130434782608696,3.437004693967862,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPH-OPO,153.0,,1,0.0,,0.0,0.0,22.0,,22.0,22.0,17.0,,17.0,17.0,0.0,,0.0,0.0,11.0,,11.0,11.0,0.0,,0.0,0.0,10.0,,10.0,10.0,3.0,,3.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,27.0,,27.0,27.0,0.0,,0.0,0.0,24.0,,24.0,24.0,0.0,,0.0,0.0,0.0,,0.0,0.0
CUN-MAD,289.57142857142856,41.58998326610067,70,0.014285714285714285,0.11952286093343938,0.0,1.0,0.32857142857142857,0.7934775518304216,0.0,4.0,1.8285714285714285,1.7526082308279984,0.0,8.0,0.014285714285714285,0.11952286093343936,0.0,1.0,0.1,0.34682827893997303,0.0,2.0,0.08571428571428572,0.28196295074009653,0.0,1.0,0.1,0.34682827893997303,0.0,2.0,0.05714285714285714,0.23379132809659064,0.0,1.0,0.1,0.30216609311120096,0.0,1.0,4.428571428571429,2.6842073213705713,0.0,13.0,0.22857142857142856,0.5939655133557004,0.0,3.0,0.2714285714285714,0.8151007507998329,0.0,4.0,0.37142857142857144,0.6846437468066204,0.0,3.0,0.6714285714285714,0.8115368953443682,0.0,3.0,0.11428571428571428,0.32045516283430914,0.0,1.0
CUR-BRU,251.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
DUB-LIS,95.48672566371681,24.06329248525795,226,0.0,0.0,0.0,0.0,5.030973451327434,6.323424946038413,0.0,41.0,4.110619469026549,3.58901689620142,0.0,20.0,0.0,0.0,0.0,0.0,2.004424778761062,2.279371819136179,0.0,14.0,0.0,0.0,0.0,0.0,2.6283185840707963,2.2038136249711884,0.0,14.0,0.9203539823008849,1.2446621526099468,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8097345132743365,4.735125756429659,0.0,30.0,0.0,0.0,0.0,0.0,2.433628318584071,2.2954103237922996,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUS-DUS,-3.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
DUS-LIS,90.36559139784946,25.396226553601835,186,0.0,0.0,0.0,0.0,4.349462365591398,3.802051328425406,0.0,24.0,4.650537634408602,3.0846480777295904,0.0,16.0,0.0,0.0,0.0,0.0,1.575268817204301,1.3263366263002845,0.0,6.0,0.0,0.0,0.0,0.0,2.5591397849462365,1.7886269267394053,0.0,8.0,0.5645161290322581,0.8690653769816044,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3440860215053765,3.362735770593725,0.0,32.0,0.0,0.0,0.0,0.0,1.5913978494623655,1.4387423873218002,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUS-LUX,114.0,,1,0.0,,0.0,0.0,2.0,,2.0,2.0,9.0,,9.0,9.0,0.0,,0.0,0.0,7.0,,7.0,7.0,0.0,,0.0,0.0,5.0,,5.0,5.0,2.0,,2.0,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,5.0,,5.0,5.0,0.0,,0.0,0.0,4.0,,4.0,4.0,0.0,,0.0,0.0,0.0,,0.0,0.0
EZE-MAD,339.74789915966386,10.90033313702934,119,0.226890756302521,0.5278189017545916,0.0,2.0,3.764705882352941,2.773072341171771,0.0,17.0,7.621848739495798,3.619606675510605,0.0,21.0,0.2689075630252101,0.5158090402069987,0.0,2.0,4.680672268907563,2.3431572684953164,0.0,11.0,0.42016806722689076,0.8586133708873698,0.0,5.0,3.3445378151260505,2.3158882865460693,0.0,10.0,2.630252100840336,2.0702310778189914,0.0,8.0,0.453781512605042,0.9893320736025442,0.0,7.0,6.764705882352941,2.962207955577013,1.0,15.0,7.487394957983193,3.775176606528869,0.0,18.0,0.6386554621848739,1.0714404405172713,0.0,7.0,4.647058823529412,3.5141077303603354,0.0,18.0,0.5630252100840336,0.8400832834236609,0.0,3.0,0.11764705882352941,0.34876223235300635,0.0,2.0
FAO-SVQ,53.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
FCO-FAO,137.0,9.899494936611665,2,0.0,0.0,0.0,0.0,5.5,2.1213203435596424,4.0,7.0,6.5,3.5355339059327378,4.0,9.0,0.0,0.0,0.0,0.0,1.5,2.1213203435596424,0.0,3.0,0.0,0.0,0.0,0.0,3.5,2.1213203435596424,2.0,5.0,1.0,1.4142135623730951,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0710678118654755,3.0,13.0,0.0,0.0,0.0,0.0,5.0,4.242640687119285,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCO-LIS,138.90316205533597,33.374213527744296,506,0.0,0.0,0.0,0.0,2.2371541501976284,3.04017375154069,0.0,32.0,5.043478260869565,4.3283645365094445,0.0,24.0,0.0,0.0,0.0,0.0,2.0988142292490117,2.334018456550825,0.0,14.0,0.0,0.0,0.0,0.0,1.8932806324110671,1.80660896400197,0.0,12.0,0.7114624505928854,1.3319185282568835,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.462450592885376,4.636016248458366,0.0,34.0,0.0,0.0,0.0,0.0,1.743083003952569,2.0121417536200226,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCO-MAD,170.72727272727272,29.573173893038334,242,0.0,0.0,0.0,0.0,1.2231404958677685,1.488476362121328,0.0,9.0,4.049586776859504,2.8557323574554014,0.0,14.0,0.0,0.0,0.0,0.0,0.6983471074380165,1.4446630051740685,0.0,10.0,0.0,0.0,0.0,0.0,1.524793388429752,1.5356770165120148,0.0,9.0,0.6198347107438017,1.0486600685498983,0.0,6.0,0.0,0.0,0.0,0.0,0.10330578512396695,0.540544352078443,0.0,6.0,3.0867768595041323,2.770006580538353,0.0,17.0,0.0,0.0,0.0,0.0,1.012396694214876,1.1964033408570551,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLR-BCN,65.0,,1,0.0,,0.0,0.0,6.0,,6.0,6.0,2.0,,2.0,2.0,0.0,,0.0,0.0,1.0,,1.0,1.0,0.0,,0.0,0.0,4.0,,4.0,4.0,2.0,,2.0,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,4.0,,4.0,4.0,0.0,,0.0,0.0,1.0,,1.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0
FLR-FLR,-3.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
FLR-LIS,72.640625,15.440887726407686,128,0.0,0.0,0.0,0.0,2.265625,2.5517768242207075,0.0,15.0,3.609375,2.68044647532582,0.0,14.0,0.0,0.0,0.0,0.0,2.03125,1.75210784193319,0.0,6.0,0.0,0.0,0.0,0.0,1.5390625,1.510604737589667,0.0,6.0,0.9140625,1.3163259758901475,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.671875,3.9903611720575567,0.0,30.0,0.0,0.0,0.0,0.0,1.390625,1.5584889461512361,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLR-MRS,94.0,,1,0.0,,0.0,0.0,12.0,,12.0,12.0,5.0,,5.0,5.0,0.0,,0.0,0.0,4.0,,4.0,4.0,0.0,,0.0,0.0,2.0,,2.0,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
FNC-FAO,160.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,4.0,,4.0,4.0,0.0,,0.0,0.0,3.0,,3.0,3.0,0.0,,0.0,0.0,3.0,,3.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,1.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0
FNC-FNC,-3.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FNC-LIS,146.11173184357543,46.82506865562107,895,0.0,0.0,0.0,0.0,0.9508379888268157,1.7461484850632167,0.0,21.0,1.612290502793296,2.035057619044031,0.0,21.0,0.0,0.0,0.0,0.0,0.5564245810055866,0.9915191599688106,0.0,9.0,0.0,0.0,0.0,0.0,1.312849162011173,1.4433377900214077,0.0,9.0,0.15754189944134078,0.5058788531557862,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56536312849162,2.435275401875323,0.0,24.0,0.0,0.0,0.0,0.0,0.8022346368715084,1.2487109822306626,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FNC-OPO,116.05217391304348,25.59607075408694,230,0.0,0.0,0.0,0.0,0.3652173913043478,0.9140383524447375,0.0,8.0,0.9826086956521739,1.4325145613511252,0.0,9.0,0.0,0.0,0.0,0.0,0.2956521739130435,0.5524682692538742,0.0,2.0,0.0,0.0,0.0,0.0,1.0869565217391304,1.4330181140278566,0.0,8.0,0.09565217391304348,0.3847284085659634,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6391304347826087,1.1195909774161281,0.0,6.0,0.0,0.0,0.0,0.0,0.5434782608695652,1.0677184944394946,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-LIS,134.30259365994237,35.34230740451804,347,0.0,0.0,0.0,0.0,4.619596541786744,5.5432578283173735,0.0,44.0,5.890489913544669,4.548975180501322,0.0,32.0,0.0,0.0,0.0,0.0,1.8876080691642652,2.184163121103339,0.0,15.0,0.0,0.0,0.0,0.0,3.077809798270893,2.051996867178285,0.0,10.0,0.9020172910662824,1.341499234525292,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.913544668587896,3.8110754099746464,0.0,24.0,0.0,0.0,0.0,0.0,1.9164265129682998,1.9358023003097777,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-MAD,160.34453781512605,16.805633461140626,238,0.0,0.0,0.0,0.0,3.399159663865546,3.6009139908274106,0.0,33.0,6.5210084033613445,3.374885500782063,0.0,23.0,0.0,0.0,0.0,0.0,2.0546218487394956,2.2202462287579428,0.0,14.0,0.0,0.0,0.0,0.0,2.365546218487395,1.8839735803458968,0.0,10.0,1.1134453781512605,1.3183818473098383,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5210084033613445,3.000277735373937,0.0,19.0,0.0,0.0,0.0,0.0,1.3319327731092436,1.767948715921404,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-OPO,136.0,,1,0.0,,0.0,0.0,2.0,,2.0,2.0,8.0,,8.0,8.0,0.0,,0.0,0.0,4.0,,4.0,4.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,,2.0,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,9.0,,9.0,9.0,0.0,,0.0,0.0,1.0,,1.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0
FUE-AGP,172.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
GHV-AXD,87.0,83.43860018001261,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GHV-LEI,253.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
GRU-EZE,321.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
GRU-MAD,322.15833333333336,14.606316023799929,120,0.13333333333333333,0.3874791039816327,0.0,2.0,2.6,2.6198980030181502,0.0,14.0,4.958333333333333,4.372172956156173,0.0,34.0,0.2,0.4780914437337575,0.0,2.0,1.1583333333333334,1.1739170466830258,0.0,3.0,0.25833333333333336,0.7040797478386427,0.0,5.0,1.4083333333333334,1.844801159075582,0.0,11.0,0.9083333333333333,1.353463241132924,0.0,8.0,0.3416666666666667,0.7938400801352448,0.0,5.0,6.133333333333334,3.6251533339540103,1.0,29.0,4.05,4.1299276653481956,0.0,34.0,0.4,0.726451025491034,0.0,3.0,2.441666666666667,3.2352985739719755,0.0,28.0,0.43333333333333335,0.6576419977456424,0.0,2.0,0.08333333333333333,0.3570027736477083,0.0,2.0
GRX-PMI,157.06666666666666,21.65787700499835,45,0.0,0.0,0.0,0.0,0.6444444444444445,1.1110100964183154,0.0,5.0,1.2444444444444445,1.400577081640336,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,1.1159993483217385,0.0,5.0,0.044444444444444446,0.2084090771399927,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9555555555555556,1.223919849491705,0.0,5.0,0.0,0.0,0.0,0.0,0.35555555555555557,0.6088571841631424,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GVA-GVA,-3.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GVA-LIS,130.3903133903134,35.93309366290663,351,0.0,0.0,0.0,0.0,3.678062678062678,4.409930703252468,0.0,29.0,7.780626780626781,7.800386119034345,0.0,60.0,0.0,0.0,0.0,0.0,3.452991452991453,4.107475539958248,0.0,27.0,0.0,0.0,0.0,0.0,3.247863247863248,2.7020816829336263,0.0,28.0,1.1424501424501425,1.9411907191776419,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.284900284900285,8.563295422325941,0.0,61.0,0.0,0.0,0.0,0.0,3.2336182336182335,3.2543787227335548,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GVA-OPO,95.27160493827161,28.704099160955668,81,0.0,0.0,0.0,0.0,3.1358024691358026,2.935783909025633,0.0,18.0,6.728395061728395,4.977480149832373,0.0,28.0,0.0,0.0,0.0,0.0,2.7777777777777777,2.2304708023195463,0.0,10.0,0.0,0.0,0.0,0.0,2.493827160493827,1.864962846748719,0.0,10.0,0.5308641975308642,0.9231253944222098,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.691358024691358,5.4351678339050435,0.0,34.0,0.0,0.0,0.0,0.0,2.617283950617284,2.736639824833403,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GYE-BOG,289.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,,2.0,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,3.0,,3.0,3.0,0.0,,0.0,0.0,6.0,,6.0,6.0,4.0,,4.0,4.0,0.0,,0.0,0.0,1.0,,1.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0
GYE-MAD,242.2674418604651,81.58668063420856,86,0.23255813953488372,0.607297167391059,0.0,3.0,1.197674418604651,1.774457779265744,0.0,12.0,4.593023255813954,3.8968400681962643,0.0,15.0,0.16279069767441862,0.43006060082625214,0.0,2.0,1.2674418604651163,1.4905539326008275,0.0,7.0,0.4069767441860465,0.8171385796034439,0.0,5.0,0.9534883720930233,1.396693378655762,0.0,6.0,1.3837209302325582,1.8289733838552404,0.0,8.0,0.36046511627906974,0.7180494935862,0.0,3.0,4.232558139534884,4.143526257853472,0.0,29.0,5.174418604651163,4.612494184189201,0.0,19.0,0.36046511627906974,0.6308312107179453,0.0,2.0,2.627906976744186,2.449713124274936,0.0,8.0,0.4069767441860465,0.7416659621775858,0.0,4.0,0.06976744186046512,0.2986517812719495,0.0,2.0
HAM-BER,50.0,,1,0.0,,0.0,0.0,9.0,,9.0,9.0,10.0,,10.0,10.0,0.0,,0.0,0.0,3.0,,3.0,3.0,0.0,,0.0,0.0,1.0,,1.0,1.0,2.0,,2.0,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,4.0,,4.0,4.0,0.0,,0.0,0.0,1.0,,1.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0
HAM-HAM,-3.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
HAM-LIS,88.50246305418719,21.574502365504802,203,0.0,0.0,0.0,0.0,3.852216748768473,4.244720951109437,0.0,30.0,3.7192118226600983,3.1693106614483884,0.0,18.0,0.0,0.0,0.0,0.0,1.6995073891625616,2.1739569602556847,0.0,18.0,0.0,0.0,0.0,0.0,3.1625615763546797,2.110365117839925,0.0,10.0,0.6748768472906403,1.1826758381837665,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3004926108374386,3.246223968422843,0.0,21.0,0.0,0.0,0.0,0.0,1.7733990147783252,1.9442430310435475,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAV-MAD,319.970297029703,33.659606487760534,101,0.16831683168316833,0.42589451582975496,0.0,2.0,0.7326732673267327,1.4552737825502864,0.0,10.0,2.594059405940594,2.4338373726351645,0.0,11.0,0.0891089108910891,0.28632184342065486,0.0,1.0,0.39603960396039606,0.7493891902181681,0.0,4.0,0.25742574257425743,0.5771215703217938,0.0,3.0,0.0891089108910891,0.31934338574613064,0.0,2.0,0.2376237623762376,0.8264201697863519,0.0,6.0,0.4752475247524752,1.1099014317131106,0.0,8.0,3.6633663366336635,1.8829616444461752,0.0,10.0,0.8514851485148515,1.2520873660720437,0.0,6.0,0.21782178217821782,0.6099829570740416,0.0,3.0,1.4257425742574257,2.1649320296649748,0.0,17.0,0.7029702970297029,0.964826973663626,0.0,4.0,0.07920792079207921,0.2714099599068421,0.0,1.0
HAV-SDQ,336.0,,1,0.0,,0.0,0.0,2.0,,2.0,2.0,2.0,,2.0,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,3.0,,3.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
